Country.or.area,ISO.code,Year,DataValue,DataProcess,Estimating.Methods
Slovenia,705,2007.5,1.38, Others,Indirect
Slovenia,705,2008.5,1.53, Others,Indirect
Slovenia,705,1983.5,1.81, Others,Direct
Slovenia,705,1984.5,1.75, Others,Direct
Slovenia,705,1985.5,1.72, Others,Direct
Slovenia,705,1986.5,1.67, Others,Direct
Slovenia,705,1987.5,1.65, Others,Direct
Slovenia,705,1988.5,1.63, Others,Direct
Slovenia,705,1989.5,1.52, Others,Direct
Slovenia,705,1990.5,1.46, Others,Direct
Slovenia,705,1991.5,1.42, Others,Direct
Slovenia,705,1992.5,1.33, Others,Direct
Slovenia,705,1993.5,1.33, Others,Direct
Slovenia,705,1994.5,1.32, Others,Direct
Slovenia,705,1995.5,1.29, Others,Direct
Slovenia,705,1996.5,1.28, Others,Direct
Slovenia,705,1997.5,1.25, Others,Direct
Slovenia,705,1998.5,1.23, Others,Direct
Slovenia,705,1999.5,1.21, Others,Direct
Slovenia,705,2000.5,1.26, Others,Direct
Slovenia,705,2001.5,1.21, Others,Direct
Slovenia,705,2002.5,1.21, Others,Direct
Slovenia,705,2003.5,1.2, Others,Direct
Slovenia,705,2004.5,1.25, Others,Direct
Slovenia,705,2005.5,1.26, Others,Direct
Slovenia,705,2006.5,1.32, Others,Direct
Slovenia,705,2007.5,1.39, Others,Direct
Slovenia,705,2008.5,1.53, Others,Direct
Slovenia,705,2009.5,1.54, Others,Direct
Slovenia,705,1953.5,2.81,VR,Indirect
Slovenia,705,1954.5,2.59,VR,Indirect
Slovenia,705,1955.5,2.59,VR,Indirect
Slovenia,705,1956.5,2.52,VR,Indirect
Slovenia,705,1957.5,2.38,VR,Indirect
Slovenia,705,1958.5,2.22,VR,Indirect
Slovenia,705,1959.5,2.23,VR,Indirect
Slovenia,705,1960.5,2.18,VR,Indirect
Slovenia,705,1961.5,2.27,VR,Indirect
Slovenia,705,1962.5,2.28,VR,Indirect
Slovenia,705,1963.5,2.27,VR,Indirect
Slovenia,705,1964.5,2.3,VR,Indirect
Slovenia,705,1965.5,2.43,VR,Indirect
Slovenia,705,1966.5,2.47,VR,Indirect
Slovenia,705,1967.5,2.37,VR,Indirect
Slovenia,705,1968.5,2.25,VR,Indirect
Slovenia,705,1969.5,2.18,VR,Indirect
Slovenia,705,1970.5,2.1,VR,Indirect
Slovenia,705,1971.5,2.16,VR,Indirect
Slovenia,705,1972.5,2.16,VR,Indirect
Slovenia,705,1973.5,2.21,VR,Indirect
Slovenia,705,1974.5,2.12,VR,Indirect
Slovenia,705,1975.5,2.18,VR,Indirect
Slovenia,705,1976.5,2.2,VR,Indirect
Slovenia,705,1977.5,2.16,VR,Indirect
Slovenia,705,1978.5,2.2,VR,Indirect
Slovenia,705,1979.5,2.22,VR,Indirect
Slovenia,705,1980.5,2.11,VR,Indirect
Slovenia,705,1981.5,1.96,VR,Indirect
Slovenia,705,1982.5,1.93,VR,Indirect
Slovenia,705,1983.5,1.81,VR,Indirect
Slovenia,705,1984.5,1.75,VR,Indirect
Slovenia,705,1985.5,1.69,VR,Indirect
Slovenia,705,1986.5,1.65,VR,Indirect
Slovenia,705,1987.5,1.65,VR,Indirect
Slovenia,705,1988.5,1.63,VR,Indirect
Slovenia,705,1989.5,1.52,VR,Indirect
Slovenia,705,1990.5,1.47,VR,Indirect
Slovenia,705,1991.5,1.42,VR,Indirect
Slovenia,705,1992.5,1.34,VR,Indirect
Slovenia,705,1993.5,1.33,VR,Indirect
Slovenia,705,1994.5,1.32,VR,Indirect
Slovenia,705,1995.5,1.29,VR,Indirect
Slovenia,705,1996.5,1.28,VR,Indirect
Slovenia,705,1997.5,1.25,VR,Indirect
Slovenia,705,1998.5,1.23,VR,Indirect
Slovenia,705,1999.5,1.21,VR,Indirect
Slovenia,705,2000.5,1.26,VR,Indirect
Slovenia,705,2001.5,1.21,VR,Indirect
Slovenia,705,2002.5,1.21,VR,Indirect
Slovenia,705,2003.5,1.21,VR,Indirect
Slovenia,705,2004.5,1.25,VR,Indirect
Slovenia,705,2005.5,1.26,VR,Indirect
Slovenia,705,2006.5,1.32,VR,Indirect
Slovenia,705,2007.5,1.39,VR,Indirect
Slovenia,705,2008.5,1.53,VR,Indirect
Slovenia,705,2009.5,1.54,VR,Indirect
Slovenia,705,2010.5,1.58,VR,Indirect
Slovenia,705,2011.5,1.57,VR,Indirect
Slovenia,705,1981.5,1.96,VR,Indirect
Slovenia,705,1982.5,1.93,VR,Indirect
Slovenia,705,1983.5,1.81,VR,Indirect
Slovenia,705,1984.5,1.74,VR,Indirect
Slovenia,705,1985.5,1.71,VR,Indirect
Slovenia,705,1986.5,1.65,VR,Indirect
Slovenia,705,1987.5,1.65,VR,Indirect
Slovenia,705,1988.5,1.63,VR,Indirect
Slovenia,705,1989.5,1.52,VR,Indirect
Slovenia,705,1990.5,1.46,VR,Indirect
Slovenia,705,1991.5,1.42,VR,Indirect
Slovenia,705,1992.5,1.34,VR,Indirect
Slovenia,705,1993.5,1.34,VR,Indirect
Slovenia,705,1994.5,1.32,VR,Indirect
Slovenia,705,1995.5,1.29,VR,Indirect
Slovenia,705,1996.5,1.28,VR,Indirect
Slovenia,705,1997.5,1.25,VR,Indirect
Slovenia,705,1998.5,1.23,VR,Indirect
Slovenia,705,1999.5,1.21,VR,Indirect
Slovenia,705,2000.5,1.26,VR,Indirect
Slovenia,705,2001.5,1.21,VR,Indirect
Slovenia,705,2002.5,1.21,VR,Indirect
Slovenia,705,2003.5,1.2,VR,Indirect
Slovenia,705,2004.5,1.25,VR,Indirect
Slovenia,705,2005.5,1.26,VR,Indirect
Slovenia,705,2006.5,1.31,VR,Indirect
Slovenia,705,2007.5,1.38,VR,Indirect
Slovenia,705,2008.5,1.52,VR,Indirect
Slovenia,705,2009.5,1.53,VR,Indirect
Slovenia,705,2010.5,1.57,VR,Indirect
Slovenia,705,2011.5,1.56,VR,Indirect
Slovenia,705,2012.5,1.58,VR,Indirect
Slovenia,705,2013.5,1.55,VR,Indirect
Slovenia,705,1987.5,1.68,VR,Direct
Slovenia,705,1988.5,1.65,VR,Direct
Slovenia,705,1989.5,1.53,VR,Direct
Slovenia,705,1990.5,1.45,VR,Direct
Slovenia,705,1991.5,1.41,VR,Direct
Slovenia,705,1992.5,1.32,VR,Direct
Slovenia,705,1993.5,1.32,VR,Direct
Slovenia,705,1994.5,1.31,VR,Direct
Slovenia,705,1995.5,1.29,VR,Direct
Slovenia,705,1996.5,1.28,VR,Direct
Slovenia,705,1998.5,1.23,VR,Direct
Slovenia,705,1999.5,1.21,VR,Direct
Slovenia,705,2000.5,1.26,VR,Direct
Slovenia,705,2001.5,1.21,VR,Direct
Slovenia,705,2002.5,1.21,VR,Direct
Slovenia,705,2003.5,1.2,VR,Direct
Slovenia,705,2004.5,1.24,VR,Direct
Slovenia,705,2005.5,1.26,VR,Direct
Slovenia,705,2006.5,1.31,VR,Direct
Slovenia,705,2007.5,1.37,VR,Direct
Slovenia,705,2008.5,1.52,VR,Direct
Slovenia,705,2009.5,1.53,VR,Direct
Slovenia,705,2010.5,1.57,VR,Direct
Slovenia,705,2012.5,1.58,VR,Direct
Somalia,706,1974.6,6.98,Census,Direct
Somalia,706,1980.2,7.14,Survey,Direct
Somalia,706,1982.4,6.94,Survey,Unknown
Somalia,706,1982.4,6.09,Survey,Unknown
Somalia,706,1998.6,7.53,MICS,Unknown
Somalia,706,2000.1,7.19,Survey,Unknown
Somalia,706,2000.1,5.72,Survey,Unknown
Somalia,706,2002.2,8.24,MICS/PAPFAM,Direct
Somalia,706,2005.2,6.66,MICS/PAPFAM,Direct
Somalia,706,1993.2,8.64,MICS/PAPFAM,Indirect
Somalia,706,1996.2,7.87,MICS/PAPFAM,Indirect
Somalia,706,1999.2,9.02,MICS/PAPFAM,Indirect
Somalia,706,2011,5.87,MICS/PAPFAM,Unknown
Somalia,706,2011,5.4,MICS/PAPFAM,Unknown
South Africa,710,1987,4.57,Survey,Direct
South Africa,710,1996.3,3.23,Census,Unknown
South Africa,710,1996.3,3.3,Census,Unknown
South Africa,710,1995.9,2.88,DHS,Direct
South Africa,710,1996.9,2.89,DHS,Direct
South Africa,710,1980.9,4.02,DHS,Indirect
South Africa,710,1985.9,4.02,DHS,Indirect
South Africa,710,1990.9,3.53,DHS,Indirect
South Africa,710,2001.3,2.88,Census,Indirect
South Africa,710,2001.7,2.08,DHS,Direct
South Africa,710,2002.7,2.09,DHS,Direct
South Africa,710,1986.7,3.34,DHS,Indirect
South Africa,710,1991.7,3.44,DHS,Indirect
South Africa,710,1996.7,2.73,DHS,Indirect
South Africa,710,2006.6,2.5,HH survey,Indirect
South Africa,710,1952.5,6.1, Others,Unknown
South Africa,710,1957.5,6, Others,Unknown
South Africa,710,1962.5,6, Others,Unknown
South Africa,710,1967.5,5.8, Others,Unknown
South Africa,710,1972.5,5.5, Others,Unknown
South Africa,710,1977.5,4.9, Others,Unknown
South Africa,710,1982.5,4.6, Others,Unknown
South Africa,710,1987.5,4, Others,Unknown
South Africa,710,1992.5,3.5, Others,Unknown
Zimbabwe,716,1968.8,6.74,Census,Direct
Zimbabwe,716,1984.2,6.53,CPS,Direct
Zimbabwe,716,1986.4,5.7,DHS,Direct
Zimbabwe,716,1987.4,5.43,DHS,Direct
Zimbabwe,716,1971.4,6.71,DHS,Indirect
Zimbabwe,716,1976.4,7.01,DHS,Indirect
Zimbabwe,716,1981.4,6.85,DHS,Indirect
Zimbabwe,716,1992.2,4.55,DHS,Direct
Zimbabwe,716,1993.2,4.29,DHS,Direct
Zimbabwe,716,1977.2,6.96,DHS,Indirect
Zimbabwe,716,1982.2,7.19,DHS,Indirect
Zimbabwe,716,1987.2,5.99,DHS,Indirect
Zimbabwe,716,1997.3,4.07,DHS,Direct
Zimbabwe,716,1998.3,3.97,DHS,Direct
Zimbabwe,716,1982.3,7.53,DHS,Indirect
Zimbabwe,716,1987.3,6.43,DHS,Indirect
Zimbabwe,716,1992.3,5.13,DHS,Indirect
Zimbabwe,716,2002.1,3.6,Census,Direct
Zimbabwe,716,2003.4,3.88,DHS,Direct
Zimbabwe,716,2004.4,3.81,DHS,Direct
Zimbabwe,716,1988.4,5.42,DHS,Indirect
Zimbabwe,716,1993.4,4.99,DHS,Indirect
Zimbabwe,716,1998.4,4.4,DHS,Indirect
Zimbabwe,716,2008.5,3.88,DHS,Direct
Zimbabwe,716,2009.5,4.11,DHS,Direct
Zimbabwe,716,1993.5,4.62,DHS,Indirect
Zimbabwe,716,1998.5,4.53,DHS,Indirect
Zimbabwe,716,2003.5,3.95,DHS,Indirect
Zimbabwe,716,1968.8,8.2,Census,Unknown
Zimbabwe,716,1982.1,7.11,Census,Unknown
Zimbabwe,716,1982.1,5.59,Census,Unknown
Zimbabwe,716,2012.1,3.81,Census,Unknown
Zimbabwe,716,2007.9,3.7,MICS,Unknown
Zimbabwe,716,2012.8,4.33,MICS,Unknown
Zimbabwe,716,1983.5,6.53,CPS,Unknown
Spain,724,1950.5,2.46, Others,Indirect
Spain,724,1951.5,2.45, Others,Indirect
Spain,724,1952.5,2.53, Others,Indirect
Spain,724,1953.5,2.49, Others,Indirect
Spain,724,1954.5,2.42, Others,Indirect
Spain,724,1955.5,2.49, Others,Indirect
Spain,724,1956.5,2.51, Others,Indirect
Spain,724,1957.5,2.68, Others,Indirect
Spain,724,1958.5,2.71, Others,Indirect
Spain,724,1959.5,2.72, Others,Indirect
Spain,724,1960.5,2.77, Others,Indirect
Spain,724,1961.5,2.75, Others,Indirect
Spain,724,1962.5,2.79, Others,Indirect
Spain,724,1963.5,2.87, Others,Indirect
Spain,724,1964.5,3, Others,Indirect
Spain,724,1965.5,2.93, Others,Indirect
Spain,724,1966.5,2.92, Others,Indirect
Spain,724,1967.5,2.98, Others,Indirect
Spain,724,1968.5,2.92, Others,Indirect
Spain,724,1969.5,2.91, Others,Indirect
Spain,724,1970.5,2.88, Others,Indirect
Spain,724,1971.5,2.88, Others,Indirect
Spain,724,1972.5,2.86, Others,Indirect
Spain,724,1973.5,2.84, Others,Indirect
Spain,724,1974.5,2.89, Others,Indirect
Spain,724,1975.5,2.8, Others,Indirect
Spain,724,1976.5,2.79, Others,Indirect
Spain,724,1977.5,2.66, Others,Indirect
Spain,724,1978.5,2.53, Others,Indirect
Spain,724,1979.5,2.35, Others,Indirect
Spain,724,1980.5,2.2, Others,Indirect
Spain,724,1981.5,2.04, Others,Indirect
Spain,724,1982.5,1.94, Others,Indirect
Spain,724,1983.5,1.8, Others,Indirect
Spain,724,1984.5,1.73, Others,Indirect
Spain,724,1985.5,1.64, Others,Indirect
Spain,724,1986.5,1.56, Others,Indirect
Spain,724,1987.5,1.5, Others,Indirect
Spain,724,1988.5,1.45, Others,Indirect
Spain,724,1989.5,1.4, Others,Indirect
Spain,724,1990.5,1.36, Others,Indirect
Spain,724,1991.5,1.33, Others,Indirect
Spain,724,1992.5,1.32, Others,Indirect
Spain,724,1993.5,1.27, Others,Indirect
Spain,724,1994.5,1.21, Others,Indirect
Spain,724,1995.5,1.17, Others,Indirect
Spain,724,1996.5,1.16, Others,Indirect
Spain,724,1997.5,1.18, Others,Indirect
Spain,724,1998.5,1.16, Others,Indirect
Spain,724,1999.5,1.2, Others,Indirect
Spain,724,2000.5,1.24, Others,Indirect
Spain,724,2001.5,1.25, Others,Indirect
Spain,724,2002.5,1.26, Others,Indirect
Spain,724,2003.5,1.31, Others,Indirect
Spain,724,2004.5,1.33, Others,Indirect
Spain,724,2005.5,1.35, Others,Indirect
Spain,724,2006.5,1.38, Others,Indirect
Spain,724,2007.5,1.39, Others,Indirect
Spain,724,2008.5,1.46, Others,Indirect
Spain,724,1950.5,2.48, Others,Indirect
Spain,724,1951.5,2.47, Others,Indirect
Spain,724,1952.5,2.57, Others,Indirect
Spain,724,1953.5,2.55, Others,Indirect
Spain,724,1954.5,2.5, Others,Indirect
Spain,724,1955.5,2.58, Others,Indirect
Spain,724,1956.5,2.62, Others,Indirect
Spain,724,1957.5,2.78, Others,Indirect
Spain,724,1958.5,2.81, Others,Indirect
Spain,724,1959.5,2.8, Others,Indirect
Spain,724,1960.5,2.81, Others,Indirect
Spain,724,1961.5,2.8, Others,Indirect
Spain,724,1962.5,2.83, Others,Indirect
Spain,724,1963.5,2.9, Others,Indirect
Spain,724,1964.5,3.03, Others,Indirect
Spain,724,1965.5,2.95, Others,Indirect
Spain,724,1966.5,2.92, Others,Indirect
Spain,724,1967.5,2.98, Others,Indirect
Spain,724,1968.5,2.91, Others,Indirect
Spain,724,1969.5,2.89, Others,Indirect
Spain,724,1970.5,2.87, Others,Indirect
Spain,724,2001.5,1.24, Others,Direct
Spain,724,2002.5,1.25, Others,Direct
Spain,724,2003.5,1.3, Others,Direct
Spain,724,2004.5,1.32, Others,Direct
Spain,724,2005.5,1.33, Others,Direct
Spain,724,2006.5,1.36, Others,Direct
Spain,724,2007.5,1.38, Others,Direct
Spain,724,2008.5,1.44, Others,Direct
Spain,724,2009.5,1.38, Others,Direct
Spain,724,2010.5,1.37, Others,Direct
Spain,724,2011.5,1.34, Others,Direct
Spain,724,2012.5,1.32, Others,Direct
Spain,724,1950.5,2.46, Others,Direct
Spain,724,1960.5,2.81, Others,Direct
Spain,724,1968.5,2.82, Others,Direct
Spain,724,1969.5,2.81, Others,Direct
Spain,724,1970.5,2.82, Others,Direct
Spain,724,1974.5,2.87, Others,Direct
Spain,724,1978.5,2.53, Others,Direct
Spain,724,1981.5,2.05, Others,Direct
Spain,724,1985.5,1.63, Others,Direct
Spain,724,1986.5,1.54, Others,Direct
Spain,724,1987.5,1.48, Others,Direct
Spain,724,1988.5,1.43, Others,Direct
Spain,724,1989.5,1.37, Others,Direct
Spain,724,1990.5,1.33, Others,Direct
Spain,724,1991.5,1.33, Others,Direct
Spain,724,1992.5,1.32, Others,Direct
Spain,724,1993.5,1.27, Others,Direct
Spain,724,1994.5,1.21, Others,Direct
Spain,724,1995.5,1.18, Others,Direct
Spain,724,1996.5,1.17, Others,Direct
Spain,724,1997.5,1.18, Others,Direct
Spain,724,1998.5,1.16, Others,Direct
Spain,724,1999.5,1.2, Others,Direct
Spain,724,2000.5,1.23, Others,Direct
Spain,724,2004.5,1.31, Others,Unknown
Spain,724,2005.5,1.33, Others,Unknown
Spain,724,2006.5,1.36, Others,Unknown
Spain,724,2007.5,1.38, Others,Unknown
Spain,724,2008.5,1.45, Others,Unknown
Spain,724,2009.5,1.38, Others,Unknown
Spain,724,2010.5,1.37, Others,Unknown
Spain,724,2011.5,1.34, Others,Unknown
Spain,724,2012.5,1.32, Others,Unknown
Spain,724,2013.5,1.27, Others,Unknown
Spain,724,1950.5,2.45,VR,Direct
Spain,724,1951.5,2.44,VR,Direct
Spain,724,1952.5,2.53,VR,Direct
Spain,724,1953.5,2.49,VR,Direct
Spain,724,1954.5,2.42,VR,Direct
Spain,724,1955.5,2.49,VR,Direct
Spain,724,1956.5,2.52,VR,Direct
Spain,724,1957.5,2.68,VR,Direct
Spain,724,1958.5,2.71,VR,Direct
Spain,724,1959.5,2.72,VR,Direct
Spain,724,1960.5,2.75,VR,Direct
Spain,724,1961.5,2.72,VR,Direct
Spain,724,1962.5,2.74,VR,Direct
Spain,724,1963.5,2.81,VR,Direct
Spain,724,1964.5,2.93,VR,Direct
Spain,724,1965.5,2.86,VR,Direct
Spain,724,1966.5,2.84,VR,Direct
Spain,724,1967.5,2.89,VR,Direct
Spain,724,1968.5,2.84,VR,Direct
Spain,724,1969.5,2.84,VR,Direct
Spain,724,1970.5,2.82,VR,Direct
Spain,724,1971.5,2.84,VR,Direct
Spain,724,1972.5,2.81,VR,Direct
Spain,724,1973.5,2.79,VR,Direct
Spain,724,1974.5,2.83,VR,Direct
Spain,724,1975.5,2.75,VR,Direct
Spain,724,1976.5,2.74,VR,Direct
Spain,724,1977.5,2.62,VR,Direct
Spain,724,1978.5,2.51,VR,Direct
Spain,724,1979.5,2.29,VR,Direct
Spain,724,1980.5,2.17,VR,Direct
Spain,724,1981.5,2,VR,Direct
Spain,724,1982.5,1.9,VR,Direct
Spain,724,1983.5,1.76,VR,Direct
Spain,724,1986.5,1.53,VR,Direct
Spain,724,1987.5,1.47,VR,Direct
Spain,724,1988.5,1.42,VR,Direct
Spain,724,1989.5,1.37,VR,Direct
Spain,724,1990.5,1.34,VR,Direct
Spain,724,1991.5,1.3,VR,Direct
Spain,724,1992.5,1.29,VR,Direct
Spain,724,1993.5,1.25,VR,Direct
Spain,724,1994.5,1.19,VR,Direct
Spain,724,1995.5,1.16,VR,Direct
Spain,724,1996.5,1.15,VR,Direct
Spain,724,1997.5,1.16,VR,Direct
Spain,724,1998.5,1.14,VR,Direct
Spain,724,2001.5,1.24,VR,Direct
Spain,724,2002.5,1.25,VR,Direct
Spain,724,2002.5,1.25,VR,Direct
Spain,724,2003.5,1.3,VR,Direct
Spain,724,2003.5,1.3,VR,Direct
Spain,724,2004.5,1.32,VR,Direct
Spain,724,2005.5,1.34,VR,Direct
Spain,724,2005.5,1.34,VR,Direct
Spain,724,2006.5,1.38,VR,Direct
Spain,724,2007.5,1.41,VR,Direct
Spain,724,2007.5,1.41,VR,Direct
Spain,724,2008.5,1.49,VR,Direct
Spain,724,2009.5,1.42,VR,Direct
Spain,724,2010.5,1.4,VR,Direct
Spain,724,2010.5,1.4,VR,Direct
Spain,724,2011.5,1.38,VR,Direct
Spain,724,2012.5,1.36,VR,Direct
South Sudan,728,2008.1,6.5,Census,Unknown
South Sudan,728,2008.1,3.82,Census,Unknown
South Sudan,728,2004,5.65,Census,Unknown
South Sudan,728,2007,4.06,Census,Unknown
South Sudan,728,1992.9,5.25,MICS/PAPFAM,Direct
South Sudan,728,1997.9,7.36,MICS/PAPFAM,Direct
South Sudan,728,2002.9,8.51,MICS/PAPFAM,Direct
South Sudan,728,2007.9,7.33,MICS/PAPFAM,Direct
South Sudan,728,2008.9,7.46,MICS/PAPFAM,Direct
South Sudan,728,2008.9,7.5,MICS/PAPFAM,Direct
South Sudan,728,2008.5,6.92, Others,Direct
South Sudan,728,2010.5,7.5, Others,Direct
Sudan,729,1972.8,7.07,Census,Indirect
Sudan,729,1972.8,5.43,Census,Direct
Sudan,729,1971.5,6.78,WFS,Direct
Sudan,729,1976.5,6.16,WFS,Direct
Sudan,729,1982.6,6.21,DHS,Direct
Sudan,729,1987.6,4.96,DHS,Direct
Sudan,729,1988.6,4.68,DHS,Direct
Sudan,729,1972.6,7.95,DHS,Indirect
Sudan,729,1977.6,7.29,DHS,Indirect
Sudan,729,1982.6,6.37,DHS,Indirect
Sudan,729,1990.5,4.57,PAPCHILD,Direct
Sudan,729,1991.5,4.55,PAPCHILD,Direct
Sudan,729,1992.8,6.62,Census,Indirect
Sudan,729,1992.8,4.49,Census,Indirect
Sudan,729,1991.9,6.03,Survey,Direct
Sudan,729,1996.9,4.93,Survey,Direct
Sudan,729,2005.5,4.84,MICS/PAPFAM,Unknown
Sudan,729,2007.8,6.5,Census,Unknown
Sudan,729,2007.8,3.82,Census,Unknown
Sudan,729,2004.3,5.86,Census,Unknown
Sudan,729,2006.8,4.2,Census,Unknown
Sudan,729,1993.2,6.37,MICS/PAPFAM,Direct
Sudan,729,1998.2,6.9,MICS/PAPFAM,Direct
Sudan,729,2003.2,6.29,MICS/PAPFAM,Direct
Sudan,729,2008.2,5.66,MICS/PAPFAM,Direct
Sudan,729,2009.2,5.71,MICS/PAPFAM,Direct
Sudan,729,2009.2,5.7,MICS/PAPFAM,Direct
Sudan,729,2013.5,5.2,MICS,Unknown
Western Sahara,732,1982.2,5.29,Census,Unknown
Western Sahara,732,1968.2,7,Census,Unknown
Western Sahara,732,1969.2,6.07,Census,Unknown
Western Sahara,732,1970.2,7.85,Census,Unknown
Western Sahara,732,1971.2,5.72,Census,Unknown
Western Sahara,732,1972.2,7.49,Census,Unknown
Western Sahara,732,1973.2,6.94,Census,Unknown
Western Sahara,732,1974.2,7.37,Census,Unknown
Western Sahara,732,1975.2,6.65,Census,Unknown
Western Sahara,732,1976.2,6.7,Census,Unknown
Western Sahara,732,1977.2,6.01,Census,Unknown
Western Sahara,732,1979.2,5.74,Census,Unknown
Western Sahara,732,1980.2,6.04,Census,Unknown
Western Sahara,732,1981.2,4.6,Census,Unknown
Western Sahara,732,1982.2,4.59,Census,Unknown
Western Sahara,732,1994.1,3.93,Census,Unknown
Western Sahara,732,1980.1,6.51,Census,Unknown
Western Sahara,732,1981.1,5.04,Census,Unknown
Western Sahara,732,1982.1,5.26,Census,Unknown
Western Sahara,732,1983.1,5.76,Census,Unknown
Western Sahara,732,1984.1,4.91,Census,Unknown
Western Sahara,732,1985.1,4.6,Census,Unknown
Western Sahara,732,1986.1,4.79,Census,Unknown
Western Sahara,732,1987.1,4.83,Census,Unknown
Western Sahara,732,1988.1,4.16,Census,Unknown
Western Sahara,732,1989.1,4.93,Census,Unknown
Western Sahara,732,1990.1,4.26,Census,Unknown
Western Sahara,732,1991.1,4.21,Census,Unknown
Western Sahara,732,1992.1,4.52,Census,Unknown
Western Sahara,732,1993.1,4.05,Census,Unknown
Western Sahara,732,1994.1,3.3,Census,Unknown
Western Sahara,732,2004.1,2.67,Census,Unknown
Western Sahara,732,1990.1,4.31,Census,Unknown
Western Sahara,732,1991.1,3.94,Census,Unknown
Western Sahara,732,1992.1,4.07,Census,Unknown
Western Sahara,732,1993.1,3.68,Census,Unknown
Western Sahara,732,1994.1,3.68,Census,Unknown
Western Sahara,732,1995.1,3.41,Census,Unknown
Western Sahara,732,1996.1,3.34,Census,Unknown
Western Sahara,732,1997.1,3.16,Census,Unknown
Western Sahara,732,1998.1,3.3,Census,Unknown
Western Sahara,732,1999.1,2.8,Census,Unknown
Western Sahara,732,2000.1,3.04,Census,Unknown
Western Sahara,732,2001.1,2.88,Census,Unknown
Western Sahara,732,2002.1,2.78,Census,Unknown
Western Sahara,732,2003.1,2.4,Census,Unknown
Western Sahara,732,2004.1,2.36,Census,Unknown
Suriname,740,2008.5,2.44, Others,Direct
Suriname,740,2009.5,2.34, Others,Direct
Suriname,740,2010.5,2.3, Others,Direct
Suriname,740,2011.5,2.27, Others,Direct
Suriname,740,2012.5,2.41, Others,Direct
Suriname,740,2013.5,2.32, Others,Direct
Suriname,740,1995.5,2.38, Others,Direct
Suriname,740,1990.5,2.57, Others,Direct
Suriname,740,1991.5,2.43, Others,Direct
Suriname,740,1992.5,2.65, Others,Direct
Suriname,740,1993.5,2.53, Others,Direct
Suriname,740,1994.5,2.28, Others,Direct
Suriname,740,2004.5,2.24, Others,Direct
Suriname,740,2005.5,2.12, Others,Direct
Suriname,740,2006.5,2.29, Others,Direct
Suriname,740,2007.5,2.39, Others,Direct
Suriname,740,1980.5,3.48,VR,Direct
Suriname,740,1993.5,2.41,VR,Direct
Suriname,740,1995.5,2.35,VR,Direct
Suriname,740,2000.5,2.72,VR,Direct
Suriname,740,2007.5,2.37,VR,Direct
Suriname,740,1980.5,3.49,VR,Direct
Suriname,740,1981.5,3.37,VR,Direct
Suriname,740,1982.5,3.73,VR,Direct
Suriname,740,1983.5,3.83,VR,Direct
Suriname,740,1984.5,3.63,VR,Direct
Suriname,740,1986.5,3.08,VR,Direct
Suriname,740,1988.5,2.62,VR,Direct
Suriname,740,1989.5,2.89,VR,Direct
Suriname,740,1990.5,2.65,VR,Direct
Suriname,740,1991.5,2.44,VR,Direct
Suriname,740,1992.5,2.61,VR,Direct
Suriname,740,1993.5,2.42,VR,Direct
Suriname,740,1994.5,2.23,VR,Direct
Suriname,740,1995.5,2.32,VR,Direct
Suriname,740,1996.5,2.48,VR,Direct
Suriname,740,1997.5,2.84,VR,Direct
Suriname,740,1998.5,2.7,VR,Direct
Suriname,740,1999.5,2.68,VR,Direct
Suriname,740,2000.5,2.57,VR,Direct
Suriname,740,2001.5,2.52,VR,Direct
Suriname,740,2002.5,2.62,VR,Direct
Suriname,740,2003.5,2.42,VR,Direct
Suriname,740,2004.5,2.3,VR,Direct
Suriname,740,2005.5,2.18,VR,Direct
Suriname,740,2006.5,2.33,VR,Direct
Suriname,740,2007.5,2.43,VR,Direct
Suriname,740,2004.5,2.53,VR,Direct
Suriname,740,1965.5,6.35,VR,Direct
Suriname,740,1970.5,5.51,VR,Direct
Swaziland,748,1965.9,6.91,Census,Indirect
Swaziland,748,1965.9,5.17,Census,Direct
Swaziland,748,1985.1,6.36,Census,Indirect
Swaziland,748,1986.1,5.09,Census,Direct
Swaziland,748,1986,4.95,RHS,Direct
Swaziland,748,1990,5.59,Survey,Indirect
Swaziland,748,2004.5,3.89,DHS,Direct
Swaziland,748,2005.5,3.85,DHS,Direct
Swaziland,748,1989.5,5.4,DHS,Indirect
Swaziland,748,1994.5,5.06,DHS,Indirect
Swaziland,748,1999.5,4.46,DHS,Indirect
Swaziland,748,1993.3,5.02,MICS,Direct
Swaziland,748,1998.3,4.65,MICS,Direct
Swaziland,748,2003.3,3.96,MICS,Direct
Swaziland,748,2008.3,3.69,MICS,Direct
Swaziland,748,2009.3,3.67,MICS,Direct
Swaziland,748,2009.3,3.7,MICS,Direct
Swaziland,748,2009.1,3.67,MICS,Direct
Swaziland,748,2013.2,3.3,MICS,Direct
Swaziland,748,1976.2,6.8,Census,Unknown
Swaziland,748,1996.9,4.53,Census,Unknown
Swaziland,748,2006.8,3.95,Census,Unknown
Sweden,752,1950.5,2.29, Others,Direct
Sweden,752,1951.5,2.21, Others,Direct
Sweden,752,1952.5,2.24, Others,Direct
Sweden,752,1953.5,2.27, Others,Direct
Sweden,752,1954.5,2.18, Others,Direct
Sweden,752,1955.5,2.26, Others,Direct
Sweden,752,1956.5,2.3, Others,Direct
Sweden,752,1957.5,2.29, Others,Direct
Sweden,752,1958.5,2.26, Others,Direct
